recipe_title,description,num_steps,combined_text,ingredients_raw,cuisine_list,tastes,cook_speed,est_cook_time_min,difficulty,dietary_profile,healthiness_score,health_flags,health_level
Tiny Oatmeal Cream Pies,These two-bite cookies are made to be eaten by the handful! They're great for parties and everyday snacking.,11,"tiny oatmeal cream pies allrecipes allstar recipes allrecipes allstars desserts 1 cup unsalted butter 1 cup light brown sugar 1/2 cup granulated sugar 1 large egg 1 teaspoon vanilla extract 2 cups all purpose flour 1 1/4 cups old fashioned oats 1/2 teaspoon ground cinnamon 1/2 teaspoon baking soda 1/2 teaspoon sea salt preheat the oven to 350 degrees f (175 degrees c) with oven racks in the upper and lower thirds of the oven. line two baking sheets with parchment paper. combine butter, brown sugar, and sugar in the bowl of an electric mixer fitted with the paddle attachment (or in a large bowl if using a hand mixer). cream on medium speed until light and fluffy, 4 to 5 minutes. add egg and vanilla extract, and mix on medium speed to combine. add flour, oats, cinnamon, baking soda, and salt and mix on low speed until batter is evenly combined. scrape the base and side of the bowl, then mix again on low speed just to make sure it's evenly combined. drop scant teaspoon-sized balls of dough onto the prepared baking sheet, staggering the rows of cookies, and leaving at least 1 1/2 inches of space between each ball. transfer to the preheated oven and bake until lightly golden around the outside edge, 8 to 10 minutes. remove cookies from the oven and tap baking sheets on your work surface a few times to help flatten the cookies. allow cookies to cool for 5 minutes, then transfer to a wire rack to cool completely. repeat with remaining dough. once cookies have cooled, turn half of the cookies onto a baking sheet so the bottoms of the cookies are facing up. add butter to the bowl of an electric mixer fitted with the whip attachment (or in a large bowl if using a hand mixer) and beat on medium-high speed until light and fluffy, 3 to 4 minutes. scrape the base and sides of the bowl well, then add the cream cheese and whip on medium-high speed until fluffy, 3 minutes more. scrape the base and sides of the bowl well. add marshmallow cream, vanilla, and salt and mix on medium speed until well incorporated. spoon, spread, or pipe filling onto the inverted cookies. i like to use a disposable pastry bag with a 1/4 inch opening cut from the tip, aiming for about 1 teaspoon of filling on each cookie. place the other cookies on top of the filling, pressing down gently to adhere. gently transfer cookies to an airtight container or parchment lined tray, and tightly wrap the tray. refrigerate cookies for at least 4 hours (and preferably overnight) - this allows the cookies to soften and the filling to become more set. store cookies in an airtight container until ready to serve, they'll keep at room temperature or refrigerator for up to 5 days.","[""1 cup unsalted butter"", ""1 cup light brown sugar"", ""1/2 cup granulated sugar"", ""1 large egg"", ""1 teaspoon vanilla extract"", ""2 cups all purpose flour"", ""1 1/4 cups old fashioned oats"", ""1/2 teaspoon ground cinnamon"", ""1/2 teaspoon baking soda"", ""1/2 teaspoon sea salt""]","[""european"", ""french""]","[""sweet"", ""savory"", ""umami""]",fast,84,hard,"[""nut_free"", ""halal"", ""kosher""]",56,"[""whole_grains"", ""sugary"", ""fried""]",moderate
Fudgy Black Forest Bars,"These fudgy Black Forest bars are a decadent dessert that is somewhere between brownie and cake, loaded with chocolate and bathed in cherries. They're fabulous with coffee.",6,"fudgy black forest bars allrecipes allstar recipes allrecipes allstars desserts 1 cup salted butter, 1 1/2 cups white sugar 2 teaspoons vanilla extract 4 large eggs 2 cups all purpose flour 1/2 cup unsweetened triple chocolate baking cocoa 1 large dark chocolate bar, chopped into chunks (about 1 cup chunks) 1 (21 ounce) can cherry pie filling 1 tablespoon confectioners sugar gather all ingredients. preheat the oven to 350 degrees f (180 degrees c). grease a 9x13-inch pan. beat butter and sugar together in a bowl with an electric mixer until creamy. beat in vanilla. add eggs, 1 at a time, beating in each egg completely before adding the next. stir in flour and cocoa powder until fully combined. stir in chocolate chunks. spread mixture into prepared pan, then pour pie filling over the top, smoothing it out. bake in the preheated oven for 40 minutes, then check for doneness. a toothpick inserted near the center should come out with just a few moist crumbs. bake up to 10 minutes more, if needed. cool completely; sprinkle with confectioner's sugar. cut into bars.","[""1 cup salted butter,"", ""1 1/2 cups white sugar"", ""2 teaspoons vanilla extract"", ""4 large eggs"", ""2 cups all purpose flour"", ""1/2 cup unsweetened triple chocolate baking cocoa"", ""1 large dark chocolate bar, chopped into chunks (about 1 cup chunks)"", ""1 (21 ounce) can cherry pie filling"", ""1 tablespoon confectioners sugar""]","[""european"", ""french""]","[""sweet"", ""bitter"", ""savory"", ""umami""]",fast,52,medium,"[""nut_free"", ""halal"", ""kosher""]",34,"[""sugary"", ""fried""]",unhealthy
Oreo Cookie Pie Crust,"This Oreo cookie pie crust is perfect for cheesecake, and unbelievably simple to make. It's a nice change from graham cracker crust.",4,"oreo cookie pie crust allrecipes allstar recipes allrecipes allstars desserts 30 chocolate creme-filled sandwich cookies, such as oreo?? 5 tablespoons butter, melted gather all ingredients. add cookies to a food processor and grind into very fine crumbs. pour crumbs into a bowl, then pour in melted butter. mix with a fork until thoroughly combined. press mixture into the bottom of a 9-inch springform pan.","[""30 chocolate creme-filled sandwich cookies, such as OREO??"", ""5 tablespoons butter, melted""]","[""european"", ""french""]","[""sweet"", ""savory""]",fast,17,easy,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",58,"[""sugary"", ""fried""]",moderate
Tiramisu Blondies,"These layered tiramisu blondies combine a chewy espresso bar, mascarpone frosting, and a dusting of cocoa for a wonderful tiramisu-like treat.",5,"tiramisu blondies allrecipes allstar recipes allrecipes allstars desserts 1/2 cup unsalted butter, 1/2 cup light brown sugar 1/4 cup white sugar 2 tablespoons espresso powder 1/2 teaspoon salt 1 extra-large egg, 2 teaspoons vanilla extract 1 tablespoon coffee liqueur 1 1/4 cups all-purpose flour 1/2 teaspoon baking soda preheat the oven to 350 degrees f (180 degrees c). line an 8x8-inch square pan with enough parchment paper to have overhang on all sides. in a large bowl, whisk together melted butter, brown sugar, white sugar, espresso powder, and salt until thoroughly combined. add in egg, 2 teaspoons vanilla, and coffee liqueur and whisk until mixture is combined and lightens in color slightly, about 1 minute. whisk in flour and baking soda until just combined. pour batter into the prepared pan and spread into an even layer. bake in the preheated oven until the bars begin to slightly pull away from the edges of the pan, 20 to 25 minutes. remove from oven and allow bars to cool completely in the pan. for frosting, beat butter in a bowl with an electric mixer until smooth. add confectioner's sugar, vanilla, and salt and beat until completely smooth and incorporated. add heavy cream; beat for another 2 minutes. add mascarpone, and mix on low speed until just combined. spread frosting evenly over the cooled bars. sprinkle cocoa powder evenly over the top of frosting. refrigerate bars to firm up frosting, about 30 minutes. remove bars from pan, cut into 16 bars, and serve.","[""1/2 cup unsalted butter,"", ""1/2 cup light brown sugar"", ""1/4 cup white sugar"", ""2 tablespoons espresso powder"", ""1/2 teaspoon salt"", ""1 extra-large egg,"", ""2 teaspoons vanilla extract"", ""1 tablespoon coffee liqueur"", ""1 1/4 cups all-purpose flour"", ""1/2 teaspoon baking soda""]","[""european"", ""french""]","[""sweet"", ""bitter"", ""savory"", ""umami""]",fast,49,medium,"[""nut_free"", ""halal"", ""kosher""]",46,"[""sugary"", ""fried""]",unhealthy
Sticky Toffee Pudding Thumbprints,"These sticky toffee pudding thumbprints are the world famous British dessert, made as a cookie! They have a chewy, date-filled cookie base and a rich, buttery toffee filling. You will have extra toffee sauce left after filling the cookies; but there is literally no downside to this.",10,"sticky toffee pudding thumbprints allrecipes allstar recipes allrecipes allstars desserts 12 ounces medjool dates water, as needed 1 teaspoon baking soda 1 cup unsalted butter 1 cup dark brown sugar 1 tablespoon molasses 1 tablespoon vanilla extract 2 teaspoons espresso powder 3/4 teaspoon salt 1/4 teaspoon ground nutmeg 1/8 teaspoon ground cloves 1/8 teaspoon ground allspice 1 large egg, 2 1/2 cups all-purpose flour 2 teaspoons cornstarch 1 teaspoon baking powder 1/2 cup white sugar, or as needed place dates in a small heatproof bowl. pour in enough boiling water to cover, then stir in baking soda, and soak dates for 10 minutes. meanwhile, place 1 cup butter in a light colored saucepan over medium-low heat. cook, stirring constantly, until butter is browned, 5 to 10 minutes. pour browned butter into a large mixing bowl and allow to cool for 10 minutes. drain dates; add to a food processor or blender, and pulse until mixture is thick and paste-like, with few large chunks of date remaining. to the browned butter, add brown sugar, molasses, vanilla, espresso powder, salt, nutmeg, cloves, and allspice; stir to combine. add in egg and stir until well incorporated, about 1 minute. add in dates, and stir until thoroughly combined. add in 1 1/2 cups flour, cornstarch, and baking powder and mix until just combined. add in remaining 1 cup flour and stir until just incorporated. pour 1/2 cup white sugar in a small bowl. scoop out 1 tablespoon dough and roll into a ball; roll in sugar until completely coated. dough will still be so somewhat soft, but should still roll into a ball. using your thumb, or the handle of a wooden spoon, spatula, or small whisk, make an indentation in the center, about 1/2-inch wide. place cookies on a plate. repeat this process with remaining dough. refrigerate until chilled, at least 30 minutes. preheat the oven to 350 degrees f (180 degrees c). line baking sheets with silicone baking mats or parchment paper. arrange chilled cookies 1 inch apart on prepared baking sheets. bake until cookies begin to puff, and small cracks begin to appear, 12 to 14 minutes. remove cookies from oven, and immediately use the handle of a wooden spoon or spatula to press the center of cookies back down. cool cookies on the baking sheet for 5 minutes, then remove to a wire rack to cool completely. for toffee sauce, place brown sugar, butter, water, molasses, and salt in a heavy-bottomed sauce pot over medium-low heat. cook, stirring constantly, until mixture is boiling. reduce heat to low and boil for 2 minutes, stirring constantly. carefully pour in cream (mixture will sputter), while continuing to stir. return to a boil, and cook for 5 minutes, stirring constantly. remove from heat; stir in vanilla and lemon juice. pour into a heatproof glass measuring cup with a pour spout. allow toffee sauce to cool until slightly thickened, stirring occasionally, 15 to 20 minutes. carefully pour toffee sauce into center of each cookie, taking care to not overfill. alternatively, you can spoon the sauce into the cookies instead of pouring from a measuring cup. toffee sauce will thicken as it cools. store cookies in a single layer in an airtight container.","[""12 ounces Medjool dates"", ""water, as needed"", ""1 teaspoon baking soda"", ""1 cup unsalted butter"", ""1 cup dark brown sugar"", ""1 tablespoon molasses"", ""1 tablespoon vanilla extract"", ""2 teaspoons espresso powder"", ""3/4 teaspoon salt"", ""1/4 teaspoon ground nutmeg"", ""1/8 teaspoon ground cloves"", ""1/8 teaspoon ground allspice"", ""1 large egg,"", ""2 1/2 cups all-purpose flour"", ""2 teaspoons cornstarch"", ""1 teaspoon baking powder"", ""1/2 cup white sugar, or as needed""]","[""american_region"", ""british"", ""caribbean"", ""european"", ""french"", ""greek"", ""middle eastern"", ""middle eastern region""]","[""sweet"", ""sour"", ""bitter"", ""savory"", ""umami""]",fast,136,hard,"[""halal"", ""kosher""]",50,"[""plant_based"", ""sugary"", ""fried""]",moderate
Lemon Crumb Bars,"These lemon crumb bars have a buttery shortbread crust, with a tart, tangy lemon filling, and a golden crumb topping.",8,"lemon crumb bars allrecipes allstar recipes allrecipes allstars desserts 3/4 cup unsalted butter 1/2 cup white sugar 1/2 cup light brown sugar 3/4 teaspoon salt 2 teaspoons vanilla extract 2 cups all-purpose flour 1/4 teaspoon baking powder preheat the oven to 350 degrees f (180 degrees c). line a 9x9-inch square pan with enough parchment paper to have overhang on all sides. for crust and crumb, stir together melted butter, white sugar, brown sugar, salt, and vanilla until thoroughly combined. add in flour and baking powder and mix until mixture comes together in large clumps. measure out a loosely-packed 1 3/4 cups crumbs and press firmly and evenly into the bottom of prepared pan. reserve remaining crumb mixture for topping. break an egg into a large bowl and whisk for a few seconds. lightly brush a thin layer of egg over the crust; you will use any egg left in the filling. place crust into the freezer for about 10 to 15 minutes while you prepare filling. for filling, to the egg you used as egg wash, add the remaining 2 eggs, 1 cup plus 2 tablespoons sugar, cornstarch, lemon zest, and pinch salt. whisk until completely smooth and combined. whisk in the 3 tablespoons melted butter until incorporated. pour in lemon juice and whisk until combined. remove crust from freezer and pour the filling evenly over the top. bake bars in the preheated oven for 25 minutes. remove pan from oven and sprinkle reserved crumb topping evenly over the top, breaking up any larger crumbs as needed. return pan to the oven. bake until crumbs just begin to turn golden, 20 to 25 minutes more. allow bars to cool completely, about 30 minutes, before cutting and serving.","[""3/4 cup unsalted butter"", ""1/2 cup white sugar"", ""1/2 cup light brown sugar"", ""3/4 teaspoon salt"", ""2 teaspoons vanilla extract"", ""2 cups all-purpose flour"", ""1/4 teaspoon baking powder""]","[""european"", ""french"", ""greek"", ""middle eastern region""]","[""sweet"", ""sour"", ""savory"", ""umami""]",fast,58,hard,"[""nut_free"", ""halal"", ""kosher""]",62,"[""plant_based"", ""sugary"", ""fried""]",moderate
Nutella Swirl Cheesecake Bars,"For these Nutella swirl cheesecake bars, a rich Nutella-swirled cheesecake filling sits atop an OREO and hazelnut-studded crust for a truly delectable dessert. Make sure to give the bars at least 4 hours in the fridge before serving.",6,"nutella swirl cheesecake bars allrecipes allstar recipes allrecipes allstars desserts 1 1/2 cups oreo 1/3 cup roasted hazelnuts 2 tablespoons light brown sugar 1 pinch salt 4 tablespoons unsalted butter, melted preheat the oven to 350 degrees f (180 degrees c). line a 9x9-inch square pan with enough parchment paper to have overhang on all sides. combine oreo crumbs, chopped hazelnuts, brown sugar, and pinch of salt in a food processor; pulse until finely ground. add in melted butter and pulse until mixture is evenly moistened. pour mixture into the prepared pan and press firmly and evenly into the bottom of the pan. bake crust in the preheated oven for 10 minutes. remove from oven and allow crust to cool for 10 minutes. keep the oven on. beat cream cheese, white sugar, vanilla, 1/2 teaspoon salt, and nutmeg together in a large bowl with an electric mixer until completely smooth and combined. add in heavy cream and lemon juice and beat until smooth and combined. add in egg and mix until just incorporated. pour batter over crust and spread into an even layer. place nutella in a small microwave-safe bowl and microwave until slightly warmed, about 30 seconds. place dollops of warm nutella randomly over cheesecake filling. use a sharp knife to gently swirl the batters together, taking care not to go too deep and cut the crust. tap the pan on the counter a few times to help the batter to settle again. bake bars in the preheated oven until edges of bars begin to turn golden, and bars still have a slight jiggle in the center, 35 to 40 minutes. allow bars to cool to room temperature; then refrigerate until fully chilled, at least 4 hours. cut into 16 bars.","[""1 1/2 cups OREO"", ""1/3 cup roasted hazelnuts"", ""2 tablespoons light brown sugar"", ""1 pinch salt"", ""4 tablespoons unsalted butter, melted""]","[""european"", ""french"", ""greek"", ""middle eastern region""]","[""sweet"", ""sour"", ""savory"", ""umami""]",fast,96,hard,"[""gluten_free"", ""halal"", ""kosher""]",60,"[""plant_based"", ""healthy_fats"", ""sugary"", ""fried""]",moderate
Italian Ricotta Cookie Bars,"In these Italian ricotta cookie bars, you get all the flavor, plus the amazingly soft, delicious, cakey texture of ricotta cookiesƒ??but without the hassle of making individual cookies.",4,"italian ricotta cookie bars allrecipes allstar recipes allrecipes allstars desserts 1/2 cup unsalted butter, 3/4 cup white sugar 1/4 cup light brown sugar 1/2 teaspoon salt 1/8 teaspoon ground nutmeg 2 extra large eggs 8 ounces whole milk ricotta cheese 1 teaspoon lemon zest 2 teaspoons lemon juice 1 teaspoon vanilla extract 1 1/4 cups all-purpose flour 1/4 teaspoon baking soda preheat the oven to 350 degrees f (180 degrees c). line a 9x9-inch square pan with enough parchment paper to have overhang on all sides, and lightly grease the parchment. for cookie bars, beat butter, white sugar, brown sugar, salt, and nutmeg together in a bowl with an electric mixer until light and fluffy, 2 to 3 minutes. add in eggs and beat for 1 more minute. add in ricotta, lemon zest, lemon juice, and vanilla and mix until thoroughly incorporated. add in flour and baking soda and mix until just combined. transfer batter into the prepared pan and spread into an even layer. bake until golden and the center of the bars feel just set when lightly touched, about 30 minutes. remove from oven and allow to cool completely. for icing, mix together powdered sugar, melted butter, lemon juice, vanilla, pinch of salt and 3 teaspoons of milk until smooth. if glaze is too thick, add another teaspoon of milk until it is a pourable consistency. pour glaze over bars and spread into an even layer. sprinkle nonpareils over icing before it sets. allow glaze to set before cutting into 16 bars. bars can be placed in the refrigerator to speed up setting. keep bars stored in the refrigerator, but bring to room temperature to serve.","[""1/2 cup unsalted butter,"", ""3/4 cup white sugar"", ""1/4 cup light brown sugar"", ""1/2 teaspoon salt"", ""1/8 teaspoon ground nutmeg"", ""2 extra large eggs"", ""8 ounces whole milk ricotta cheese"", ""1 teaspoon lemon zest"", ""2 teaspoons lemon juice"", ""1 teaspoon vanilla extract"", ""1 1/4 cups all-purpose flour"", ""1/4 teaspoon baking soda""]","[""european"", ""french"", ""greek"", ""italian"", ""middle eastern region""]","[""sweet"", ""sour"", ""savory"", ""umami""]",fast,34,hard,"[""halal"", ""kosher""]",56,"[""plant_based"", ""sugary"", ""fried""]",moderate
Christmas Cheesecake Bars,"These Christmas cheesecake bars feature a sprinkle-filled shortbread crust and crumb topping with a luscious creamy cheesecake filling between, and will surely be a hit at your next holiday get-together. Make sure to give the bars at least 4 hours in the fridge before serving. To serve them for another holiday, consider changing the color of sprinkles you use.",7,"christmas cheesecake bars allrecipes allstar recipes allrecipes allstars desserts 3/4 cup unsalted butter 1/2 cup light brown sugar 1/2 cup white sugar 3/4 teaspoon salt 1/4 teaspoon ground nutmeg 2 teaspoons vanilla extract 1/2 teaspoon almond extract 2 cups all-purpose flour 1/3 cup sprinkles preheat the oven to 350 degrees f (180 degrees c). line a 9x9-inch square pan with enough parchment paper to have overhang on all sides. for the crust, combine butter, brown sugar, white sugar, salt, nutmeg, vanilla, and almond extract in a large bowl and beat with an electric mixer until light and fluffy, 2 to 3 minutes. add in 1 cup of flour and mix until just combined. add in remaining 1 cup flour and beat until mixture resembles coarse crumbs. pour in sprinkles and use your hands to mix the dough until it comes together in large clumps. measure out about 1 1/2 cups of the crumb mixture and place into the prepared pan; press firmly and evenly into the bottom of the pan. reserve remaining crumbs for topping. bake in the preheated oven until edges of crust begin to turn golden, 15 to 20 minutes. remove from the oven and allow crust to cool for 5 minutes. keep the oven on. while crust bakes, make the filling; combine cream cheese, sugar, flour, vanilla, salt, and nutmeg in a large bowl and beat with an electric mixer until smooth and well combined. add in heavy cream and lemon juice and mix until smooth and combined. add in eggs and mix on low speed until just combined. once crust has cooled for 5 minutes, pour filling over the crust and spread into an even layer. sprinkle reserved crumbs over the top of the filling, breaking up any very large clumps of dough as needed. return pan to the oven and bake until edges of bars are slightly puffed and set; with just a slight jiggle in the center, 30 to 35 minutes. allow bars to cool to room temperature, then refrigerate until chilled; at least 4 hours. cut into 16 bars.","[""3/4 cup unsalted butter"", ""1/2 cup light brown sugar"", ""1/2 cup white sugar"", ""3/4 teaspoon salt"", ""1/4 teaspoon ground nutmeg"", ""2 teaspoons vanilla extract"", ""1/2 teaspoon almond extract"", ""2 cups all-purpose flour"", ""1/3 cup sprinkles""]","[""european"", ""french"", ""greek"", ""middle eastern region""]","[""sweet"", ""sour"", ""savory"", ""umami""]",fast,84,hard,"[""halal"", ""kosher""]",60,"[""plant_based"", ""healthy_fats"", ""sugary"", ""fried""]",moderate
Christmas Cookie Bars,"These festive Christmas cookie bars are like a holiday chocolate chip cookie in bar form. They come together quicklyƒ??using just one bowlƒ??and they don't require an electric mixer. Just mix up the dough, bake, and you'll be enjoying a delicious Christmas-y treat in no time!",4,"christmas cookie bars allrecipes allstar recipes allrecipes allstars desserts 1/2 cup unsalted butter, melted 3/4 cup dark brown sugar 2 tablespoons white sugar 1/2 teaspoon salt 1/8 teaspoon ground nutmeg 1 extra large egg, 2 teaspoons vanilla extract 1 1/2 cups all-purpose flour 1/2 teaspoon baking soda 1/2 cup dark chocolate chips 1/2 cup m&ms 2 tablespoons sprinkles preheat the oven to 350 degrees f (180 degrees c). line an 8x8-inch square pan with enough parchment paper to have overhang on all sides. whisk melted butter, brown sugar, white sugar, salt, and nutmeg together in a large bowl until thoroughly combined. add in egg and vanilla and mix until thoroughly incorporated. add in flour and baking soda and mix until just combined. fold in chocolate chips, m&ms, and sprinkles. transfer batter into the prepared pan and spread into an even layer. sprinkle a few more chocolate chips, m&ms, and sprinkles evenly over the top of the batter. bake in the preheated oven until bars are puffed and begin to turn golden brown on top, 30 to 35 minutes. remove from the oven; cool completely before cutting into bars.","[""1/2 cup unsalted butter, melted"", ""3/4 cup dark brown sugar"", ""2 tablespoons white sugar"", ""1/2 teaspoon salt"", ""1/8 teaspoon ground nutmeg"", ""1 extra large egg,"", ""2 teaspoons vanilla extract"", ""1 1/2 cups all-purpose flour"", ""1/2 teaspoon baking soda"", ""1/2 cup dark chocolate chips"", ""1/2 cup M&Ms"", ""2 tablespoons sprinkles""]","[""european"", ""french""]","[""sweet"", ""bitter"", ""savory"", ""umami""]",fast,29,medium,"[""halal"", ""kosher""]",52,"[""sugary"", ""fried""]",moderate
Ultimate Pumpkin Custard Pie,"The ultimate pumpkin custard pie has the perfect balance of warm spices, and is unlike any you've ever made or tasted. It is sure to become a favorite.",6,"ultimate pumpkin custard pie allrecipes allstar recipes allrecipes allstars desserts 1 3 large eggs 1 teaspoon ground cinnamon 1/2 teaspoon ground ginger 1/4 teaspoon ground nutmeg 1/4 teaspoon ground cloves 1/2 teaspoon ground allspice 1/2 teaspoon cardamom 3/4 teaspoon salt 1 1/4 cups heavy cream 1/4 cup sour cream 1 tablespoon vanilla bean paste 2/3 cup sugar 3 tablespoons bourbon whiskey 1 (15 ounce) can pumpkin puree whipped cream for serving (optional) preheat the oven to 350 degrees f (180 degrees c) and set a rack in the center. lightly flour a work surface, and roll pastry to a 14-inch round. press dough evenly into the bottom and sides of a 9-inch pie pan. trim any excess dough and flute the edges. freeze pie shell for 15 minutes or refrigerate for 30 minutes before baking, poke bottom and sides of pie shell with the tines of a fork; line with parchment paper and fill with pie weights or dried beans. bake crust in the preheated oven for 30 minutes. carefully remove weights and parchment and return the shell to the oven. continue baking until golden and firm to the touch, about 5 more minutes. set aside to cool while preparing filling. add eggs, cinnamon, ginger, nutmeg, cloves, allspice, cardamom, and salt to a large bowl; whisk until well combined. whisk in whipping cream, sour cream, vanilla bean paste, sugar, bourbon and pumpkin pur??e until well combined. pour mixture into pie shell. bake in the preheated oven until a knife inserted near the center comes out clean, 50 to 60 minutes. transfer the pie to a rack to cool completely.","[""1"", ""3 large eggs"", ""1 teaspoon ground cinnamon"", ""1/2 teaspoon ground ginger"", ""1/4 teaspoon ground nutmeg"", ""1/4 teaspoon ground cloves"", ""1/2 teaspoon ground allspice"", ""1/2 teaspoon cardamom"", ""3/4 teaspoon salt"", ""1 1/4 cups heavy cream"", ""1/4 cup sour cream"", ""1 tablespoon vanilla bean paste"", ""2/3 cup sugar"", ""3 tablespoons bourbon whiskey"", ""1 (15 ounce) can pumpkin puree"", ""whipped cream for serving (optional)""]","[""american_region"", ""asian"", ""british"", ""caribbean"", ""chinese"", ""european"", ""french"", ""indian"", ""middle eastern"", ""middle eastern region"", ""russian""]","[""sweet"", ""spicy"", ""sour"", ""bitter"", ""savory"", ""umami""]",fast,54,hard,"[""kosher""]",62,"[""sugary"", ""fried""]",moderate
Gingerbread Latte Cookies,"Inspired by a favorite holiday drink, these gingerbread latte cookies are chewy, spicy, and full of molasses and espresso goodness. Give yourself a bit of time to make these as the dough does require several hours of refrigeration before baking.",5,"gingerbread latte cookies allrecipes allstar recipes allrecipes allstars desserts 3/4 cup unsalted butter 1/2 cup dark brown sugar 3/4 cup white sugar 1 extra large egg, at room temperature 1/4 cup molasses 2 tablespoons plus 1/2 teaspoon espresso 2 teaspoons vanilla extract 2 teaspoons ground ginger 1 teaspoon ground cinnamon 3/4 teaspoon salt 1/4 teaspoon ground nutmeg 1/4 teaspoon ground cloves 1/4 teaspoon ground allspice 2 cups all-purpose flour 1 teaspoon baking soda beat butter, brown sugar, and 1/2 cup white sugar together in a large bowl until light and fluffy. add in egg, molasses, 2 tablespoons espresso powder, vanilla, ginger, cinnamon, salt, nutmeg, cloves, and allspice and beat until thoroughly combined, 2 to 3 minutes. add in 1 cup flour and baking soda, and mix until just combined. add in remaining 1 cup flour and mix until just combined. cover dough and refrigerate for at least 2 hours, or up to 48 hours. preheat the oven to 350 degrees f (180 degrees c). line 2 baking sheets with parchment paper. whisk remaining 1/4 cup white sugar and 1/2 teaspoon instant powder together in a shallow bowl until combined. remove cookie dough from the refrigerator. scoop out 1 1/2 tablespoons dough, and roll into a ball. roll dough ball in espresso sugar until thoroughly coated. place on the prepared baking sheet. repeat with remaining dough, spacing dough balls about 2 inches apart. bake cookies, 1 baking sheet at a time, in the preheated oven, until cookies are crackled on top and edges of the cookies look set, 12 to 15 minutes. allow cookies to cool for at least 5 minutes on the pan before removing to a wire rack to cool completely.","[""3/4 cup unsalted butter"", ""1/2 cup dark brown sugar"", ""3/4 cup white sugar"", ""1 extra large egg, at room temperature"", ""1/4 cup molasses"", ""2 tablespoons plus 1/2 teaspoon espresso"", ""2 teaspoons vanilla extract"", ""2 teaspoons ground ginger"", ""1 teaspoon ground cinnamon"", ""3/4 teaspoon salt"", ""1/4 teaspoon ground nutmeg"", ""1/4 teaspoon ground cloves"", ""1/4 teaspoon ground allspice"", ""2 cups all-purpose flour"", ""1 teaspoon baking soda""]","[""american_region"", ""asian"", ""caribbean"", ""chinese"", ""european"", ""french""]","[""sweet"", ""spicy"", ""bitter"", ""savory"", ""umami""]",fast,73,hard,"[""halal"", ""kosher""]",58,"[""sugary"", ""fried""]",moderate
"Jam ""Jewel"" Cookies","Light up your kitchen during the holidays with this ""jewel"" of a cookie! The buttery shortbread is made in a mini muffin pan, and they're filled with the fruit preserve of your choice.",6,"jam ""jewel"" cookies allrecipes allstar recipes allrecipes allstars desserts 1 cup salted butter, 1 ƒ?? cups powdered sugar 4 cups all-purpose flour 1/2 teaspoon kosher salt 2 eggs, at room temperature 2 large egg yolks, at room temperature 2 teaspoons vanilla extract 1 cup jam cream butter in a large bowl with an electric mixer or use a stand mixer. add powdered sugar and beat on low until a crumbly, sandy mixture forms. gradually add salt and flour, 1 cup at a time, while mixing on low speed. the dough may look extremely dry and crumbly at this point. mix in eggs, egg yolks, and vanilla initially using the mixer, then finishing with your hands to create a smooth, soft, and pliable dough, incorporating all the flour at the bottom of the bowl. gather dough into a ball and refrigerate in a covered container for about 2 hours. preheat the oven to 350 degrees f (180 degrees f). adjust the oven racks to the 2 middle rungs. line 2 mini muffin tins with paper liners. using a small (1 ?« tablespoons) cookie scoop, measure out portions of the dough and set into the prepared muffin cups. gently roll each dough portions into a smooth ball between your hands and place back into the muffins cups. push a deep well into each ball using the wooden handle of a spatula or your finger. fill wells with jam using a small spoon or a piping bag. bake cookies in the preheated oven until the tops of the cookies look dry, but not browned, 13 to 15 minutes, swapping the trays halfway through.(or bake one at a time). remove trays from the oven and transfer cookies to a wire rack to cool.","[""1 cup salted butter,"", ""1 ƒ?? cups powdered sugar"", ""4 cups all-purpose flour"", ""1/2 teaspoon kosher salt"", ""2 eggs, at room temperature"", ""2 large egg yolks, at room temperature"", ""2 teaspoons vanilla extract"", ""1 cup jam""]","[""european"", ""french""]","[""sweet"", ""savory"", ""umami""]",slow,100,hard,"[""nut_free"", ""halal"", ""kosher""]",52,"[""sugary"", ""fried""]",moderate
